Junction,CarCount,BusCount,BikeCount,TruckCount,TotalVehicles,Weather,Temperature,Hour,DayOfWeek,IsRushHour,IsWeekend,TrafficSituation
Junction B,32,5,24,3,64,Cloudy,18.18175708637896,7,Sunday,1,1,Medium
Junction B,46,9,23,11,89,Cloudy,17.078026710235452,8,Sunday,1,1,Medium
Junction A,74,16,14,11,115,Sunny,15.775674410416363,9,Sunday,1,1,Medium
Junction B,27,4,15,6,52,Rainy,20.00986807733822,10,Sunday,0,1,Medium
Junction C,19,8,14,4,45,Sunny,27.62337810541472,11,Sunday,0,1,Low
Junction C,22,6,16,3,47,Cloudy,25.875359109278087,12,Sunday,0,1,Low
Junction A,37,3,16,4,60,Rainy,21.58907356332447,13,Sunday,0,1,Medium
Junction C,25,7,17,7,56,Rainy,22.294028167295657,14,Sunday,0,1,Medium
Junction C,35,4,16,4,59,Rainy,21.263117757456364,15,Sunday,0,1,Medium
Junction C,34,5,11,4,54,Sunny,15.796457859687136,16,Sunday,0,1,Low
Junction B,28,10,25,3,66,Rainy,20.37334138880638,17,Sunday,1,1,Medium
Junction A,58,23,23,8,112,Sunny,27.374828273389745,18,Sunday,1,1,Medium
Junction A,51,21,20,4,96,Sunny,23.260922760584435,19,Sunday,1,1,Medium
Junction A,20,5,9,4,38,Rainy,22.283952269351538,20,Sunday,0,1,Low
Junction C,23,3,9,4,39,Cloudy,17.986071998524036,21,Sunday,0,1,Low
Junction B,38,6,8,4,56,Cloudy,23.209432725460726,22,Sunday,0,1,Low
Junction C,20,0,5,3,28,Sunny,17.521674250889493,23,Sunday,0,1,Low
Junction B,28,1,8,3,40,Rainy,20.15161711920851,0,Monday,0,0,Low
Junction A,31,6,3,4,44,Sunny,29.40417613215282,1,Monday,0,0,Low
Junction B,25,6,11,5,47,Cloudy,16.906801191465956,2,Monday,0,0,Low
Junction A,25,5,8,2,40,Cloudy,29.68426750790953,3,Monday,0,0,Low
Junction B,15,2,10,4,31,Sunny,17.76030724717217,4,Monday,0,0,Low
Junction A,42,10,21,5,78,Sunny,27.530862981173215,5,Monday,0,0,Medium
Junction B,23,3,20,4,50,Cloudy,19.356548572038783,6,Monday,0,0,Low
Junction A,93,23,45,12,173,Cloudy,23.668352825074003,7,Monday,1,0,Severe
Junction A,86,21,49,13,169,Sunny,21.403445572064665,8,Monday,1,0,Severe
Junction A,98,23,36,8,165,Cloudy,19.796540400636545,9,Monday,1,0,Severe
Junction C,57,11,25,6,99,Cloudy,22.289702828193633,10,Monday,0,0,High
Junction C,54,16,29,6,105,Sunny,17.021891566818002,11,Monday,0,0,High
Junction A,88,10,37,10,145,Sunny,24.76626284867092,12,Monday,0,0,High
Junction C,58,15,29,6,108,Rainy,18.14001202905162,13,Monday,0,0,Severe
Junction B,60,7,25,6,98,Rainy,25.50352098392862,14,Monday,0,0,Severe
Junction B,62,7,33,10,112,Rainy,21.935776449375137,15,Monday,0,0,Severe
Junction A,70,21,37,10,138,Cloudy,20.317579274390503,16,Monday,0,0,High
Junction B,74,19,41,11,145,Sunny,23.70556547055471,17,Monday,1,0,Severe
Junction B,97,18,37,16,168,Sunny,26.05260663603192,18,Monday,1,0,Severe
Junction B,79,22,49,12,162,Sunny,16.888341510900435,19,Monday,1,0,Severe
Junction B,45,12,15,7,79,Cloudy,21.326316184905032,20,Monday,0,0,Medium
Junction B,56,15,30,8,109,Sunny,18.244605663606116,21,Monday,0,0,High
Junction B,62,11,20,5,98,Sunny,24.27743934520354,22,Monday,0,0,High
Junction C,27,4,8,7,46,Sunny,26.766982940971204,23,Monday,0,0,Low
Junction A,33,3,14,8,58,Sunny,20.186148908096463,0,Tuesday,0,0,Low
Junction C,20,8,4,3,35,Rainy,22.902478440114777,1,Tuesday,0,0,Low
Junction C,11,0,2,4,17,Cloudy,23.948257909470055,2,Tuesday,0,0,Low
Junction B,13,0,7,3,23,Sunny,22.110853668997322,3,Tuesday,0,0,Low
Junction A,26,8,8,2,44,Cloudy,26.651238964817026,4,Tuesday,0,0,Low
Junction A,34,6,15,5,60,Sunny,29.603540206897563,5,Tuesday,0,0,Low
Junction B,28,3,4,3,38,Cloudy,16.816773871106783,6,Tuesday,0,0,Low
Junction C,70,18,30,8,126,Sunny,17.344872604714208,7,Tuesday,1,0,High
Junction A,66,19,37,12,134,Rainy,28.831159516844156,8,Tuesday,1,0,Severe
Junction C,77,16,39,10,142,Cloudy,22.959553355168033,9,Tuesday,1,0,Severe
Junction A,72,16,37,8,133,Sunny,17.01222487457857,10,Tuesday,0,0,High
Junction A,75,16,27,14,132,Sunny,18.63283017011694,11,Tuesday,0,0,High
Junction B,55,11,25,9,100,Cloudy,26.113386814037565,12,Tuesday,0,0,High
Junction A,65,13,32,12,122,Sunny,21.217392208544066,13,Tuesday,0,0,High
Junction A,68,12,32,9,121,Sunny,22.551053548140636,14,Tuesday,0,0,High
Junction B,65,20,25,10,120,Sunny,29.97742315451675,15,Tuesday,0,0,High
Junction B,53,17,22,10,102,Cloudy,20.59988744459925,16,Tuesday,0,0,High
Junction A,107,12,47,14,180,Sunny,27.79826563921055,17,Tuesday,1,0,Severe
Junction B,71,13,19,7,110,Rainy,15.763478143763995,18,Tuesday,1,0,Severe
Junction C,62,13,30,7,112,Sunny,27.44511578713281,19,Tuesday,1,0,High
Junction C,22,10,19,6,57,Sunny,29.512806175576735,20,Tuesday,0,0,Low
Junction A,72,3,21,7,103,Sunny,26.460557123287032,21,Tuesday,0,0,Medium
Junction C,50,14,14,5,83,Sunny,29.946814689853397,22,Tuesday,0,0,Medium
Junction A,22,2,7,5,36,Rainy,18.073508521730794,23,Tuesday,0,0,Low
Junction A,18,3,17,5,43,Cloudy,16.03528543883017,0,Wednesday,0,0,Low
Junction C,23,1,11,3,38,Cloudy,22.103959961741534,1,Wednesday,0,0,Low
Junction A,26,4,16,3,49,Rainy,16.134503779078866,2,Wednesday,0,0,Low
Junction B,38,2,15,5,60,Sunny,22.058193477970896,3,Wednesday,0,0,Medium
Junction C,10,4,9,8,31,Sunny,17.46100417814541,4,Wednesday,0,0,Low
Junction A,41,6,10,8,65,Sunny,15.528439510307715,5,Wednesday,0,0,Low
Junction A,27,3,11,0,41,Rainy,20.518295946876606,6,Wednesday,0,0,Low
Junction A,74,23,42,19,158,Cloudy,24.853747752734265,7,Wednesday,1,0,Severe
Junction C,81,19,25,9,134,Cloudy,25.94197893354053,8,Wednesday,1,0,Severe
Junction C,61,17,34,8,120,Rainy,25.17040084151098,9,Wednesday,1,0,Severe
Junction B,64,16,31,14,125,Sunny,24.422418782850762,10,Wednesday,0,0,High
Junction A,86,23,38,10,157,Cloudy,18.940085610903953,11,Wednesday,0,0,Severe
Junction C,52,14,15,10,91,Rainy,27.76879603416004,12,Wednesday,0,0,High
Junction B,63,10,34,11,118,Sunny,23.505944651610957,13,Wednesday,0,0,High
Junction A,56,10,22,7,95,Cloudy,23.727771024929705,14,Wednesday,0,0,Medium
Junction C,52,19,26,9,106,Cloudy,27.639787172278677,15,Wednesday,0,0,High
Junction C,40,12,23,13,88,Sunny,20.367486776237897,16,Wednesday,0,0,Medium
Junction A,72,17,32,11,132,Cloudy,28.264461554249905,17,Wednesday,1,0,High
Junction C,74,17,35,8,134,Cloudy,17.356115020378695,18,Wednesday,1,0,Severe
Junction C,69,20,26,12,127,Cloudy,23.997585997764258,19,Wednesday,1,0,High
Junction C,50,11,10,6,77,Sunny,27.892433207084377,20,Wednesday,0,0,Medium
Junction A,60,6,23,7,96,Sunny,20.26412877122578,21,Wednesday,0,0,Medium
Junction C,41,10,20,7,78,Sunny,27.549819023539538,22,Wednesday,0,0,Medium
Junction C,26,5,9,1,41,Sunny,21.98359958690613,23,Wednesday,0,0,Low
Junction B,20,4,5,8,37,Sunny,23.894121295140003,0,Thursday,0,0,Low
Junction B,29,6,6,2,43,Cloudy,19.420222129590627,1,Thursday,0,0,Low
Junction C,21,5,4,0,30,Cloudy,29.4663977787492,2,Thursday,0,0,Low
Junction A,36,8,9,4,57,Cloudy,20.505724519460923,3,Thursday,0,0,Low
Junction B,16,6,5,3,30,Sunny,17.223054482313433,4,Thursday,0,0,Low
Junction A,22,11,9,2,44,Sunny,27.92443293578299,5,Thursday,0,0,Low
Junction A,17,11,12,3,43,Sunny,19.84525299485988,6,Thursday,0,0,Low
Junction B,95,17,40,7,159,Sunny,20.13817055932259,7,Thursday,1,0,Severe
Junction A,99,18,35,15,167,Sunny,26.848041103999563,8,Thursday,1,0,Severe
Junction A,101,26,38,10,175,Cloudy,24.036960865747396,9,Thursday,1,0,Severe
Junction C,40,12,16,5,73,Rainy,21.200309111794404,10,Thursday,0,0,Medium
Junction C,41,17,27,6,91,Sunny,26.48019871176456,11,Thursday,0,0,Medium
Junction C,78,12,27,4,121,Sunny,17.772219075433657,12,Thursday,0,0,High
Junction A,71,20,35,10,136,Sunny,17.214546519973,13,Thursday,0,0,High
Junction A,75,14,25,6,120,Sunny,25.330158145848475,14,Thursday,0,0,High
Junction B,37,8,21,2,68,Cloudy,16.37852952205803,15,Thursday,0,0,Medium
Junction C,66,11,31,11,119,Sunny,19.763352959297247,16,Thursday,0,0,High
Junction C,73,20,37,7,137,Sunny,20.71024563133259,17,Thursday,1,0,Severe
Junction C,78,17,38,8,141,Sunny,24.295319338164937,18,Thursday,1,0,Severe
Junction B,62,20,35,13,130,Sunny,20.503950019987265,19,Thursday,1,0,Severe
Junction C,40,7,19,13,79,Sunny,18.058783543250513,20,Thursday,0,0,Medium
Junction C,35,11,14,4,64,Cloudy,19.432750872433555,21,Thursday,0,0,Medium
Junction A,57,11,28,7,103,Cloudy,21.332276520353282,22,Thursday,0,0,Medium
Junction B,16,7,11,3,37,Sunny,18.93814478520883,23,Thursday,0,0,Low
Junction C,15,5,3,8,31,Sunny,23.346282693775684,0,Friday,0,0,Low
Junction C,26,3,11,2,42,Cloudy,22.136771549466147,1,Friday,0,0,Low
Junction C,25,2,9,4,40,Cloudy,23.57914000777155,2,Friday,0,0,Low
Junction A,32,10,10,5,57,Sunny,23.09020020089201,3,Friday,0,0,Low
Junction B,18,2,15,3,38,Sunny,27.879389511307473,4,Friday,0,0,Low
Junction B,14,9,13,5,41,Sunny,19.529873303966227,5,Friday,0,0,Low
Junction A,30,8,13,8,59,Sunny,26.199191016327884,6,Friday,0,0,Low
Junction B,89,20,35,8,152,Sunny,29.54328146496689,7,Friday,1,0,Severe
Junction A,100,21,39,17,177,Cloudy,21.410837777199646,8,Friday,1,0,Severe
Junction A,74,29,47,13,163,Rainy,29.043951534499747,9,Friday,1,0,Severe
Junction B,73,12,24,12,121,Sunny,18.411450820307866,10,Friday,0,0,High
Junction C,58,10,29,8,105,Cloudy,18.032132403357778,11,Friday,0,0,High
Junction B,54,15,27,4,100,Rainy,19.96407351544703,12,Friday,0,0,Severe
Junction B,56,5,36,7,104,Cloudy,15.11580241939535,13,Friday,0,0,High
Junction B,63,13,33,10,119,Cloudy,28.52195774738998,14,Friday,0,0,High
Junction C,50,10,25,4,89,Sunny,23.76580941524122,15,Friday,0,0,Medium
Junction B,59,14,30,11,114,Sunny,28.600541784068646,16,Friday,0,0,High
Junction C,74,25,39,6,144,Sunny,21.248002310188134,17,Friday,1,0,Severe
Junction C,65,11,32,4,112,Cloudy,28.63567983804156,18,Friday,1,0,High
Junction C,79,4,37,14,134,Sunny,23.173248163078554,19,Friday,1,0,High
Junction B,32,13,28,10,83,Cloudy,25.66310549580497,20,Friday,0,0,Medium
Junction A,59,10,31,16,116,Sunny,23.696722050626043,21,Friday,0,0,Medium
Junction A,48,14,28,10,100,Rainy,28.778970291293145,22,Friday,0,0,High
Junction A,14,9,11,6,40,Cloudy,26.495650597162417,23,Friday,0,0,Low
Junction A,27,5,15,0,47,Sunny,21.3035690907787,0,Saturday,0,1,Low
Junction B,23,7,4,2,36,Sunny,18.0830742703944,1,Saturday,0,1,Low
Junction C,6,5,5,4,20,Cloudy,21.257938119322333,2,Saturday,0,1,Low
Junction B,9,3,9,3,24,Rainy,19.723232758010113,3,Saturday,0,1,Low
Junction A,21,6,2,1,30,Sunny,18.41766157167321,4,Saturday,0,1,Low
Junction B,10,0,1,2,13,Rainy,29.900238488421373,5,Saturday,0,1,Low
Junction A,35,2,18,4,59,Sunny,20.69541542675474,6,Saturday,0,1,Low
Junction C,50,7,23,13,93,Cloudy,23.84540271118437,7,Saturday,1,1,Medium
Junction C,39,15,27,6,87,Sunny,25.881881076080695,8,Saturday,1,1,Medium
Junction C,39,14,27,5,85,Cloudy,29.15784858903801,9,Saturday,1,1,Medium
Junction A,42,7,26,6,81,Sunny,25.560567201838246,10,Saturday,0,1,Medium
Junction A,51,10,17,4,82,Cloudy,26.158985158494794,11,Saturday,0,1,Medium
Junction A,43,11,17,9,80,Sunny,26.97489243836423,12,Saturday,0,1,Medium
Junction B,47,7,21,11,86,Sunny,26.483670069028307,13,Saturday,0,1,Medium
Junction C,15,2,18,2,37,Rainy,23.526950524818567,14,Saturday,0,1,Low
Junction A,36,16,31,7,90,Sunny,29.95889178572206,15,Saturday,0,1,Medium
Junction C,34,6,15,8,63,Rainy,17.138072062164664,16,Saturday,0,1,Medium
Junction C,49,7,24,4,84,Sunny,15.02690805108432,17,Saturday,1,1,Medium
Junction A,46,11,31,7,95,Cloudy,29.067611820451845,18,Saturday,1,1,Medium
Junction B,64,18,26,5,113,Cloudy,25.925453978401016,19,Saturday,1,1,High
Junction A,37,9,19,4,69,Sunny,16.418022418943117,20,Saturday,0,1,Low
Junction B,30,6,8,2,46,Cloudy,19.099186315987847,21,Saturday,0,1,Low
Junction C,35,7,20,6,68,Sunny,24.680151223656253,22,Saturday,0,1,Medium
Junction C,21,3,2,2,28,Cloudy,18.508419751792996,23,Saturday,0,1,Low
Junction B,16,4,7,0,27,Cloudy,27.453709761268044,0,Sunday,0,1,Low
Junction C,21,4,7,1,33,Cloudy,24.142718836572016,1,Sunday,0,1,Low
Junction C,9,4,8,3,24,Rainy,23.132744080490667,2,Sunday,0,1,Low
Junction A,10,0,13,3,26,Sunny,20.926580573145607,3,Sunday,0,1,Low
Junction B,1,7,2,1,11,Sunny,23.6184898472331,4,Sunday,0,1,Low
Junction B,8,5,15,0,28,Sunny,15.176530086296895,5,Sunday,0,1,Low
Junction C,7,4,12,4,27,Sunny,24.32933402975702,6,Sunday,0,1,Low
Junction B,41,9,17,4,71,Rainy,26.576726698456937,7,Sunday,1,1,Medium
Junction B,51,6,21,3,81,Sunny,20.095089350669298,8,Sunday,1,1,Medium
Junction B,33,12,23,9,77,Cloudy,26.11117349503876,9,Sunday,1,1,Medium
Junction A,36,8,20,4,68,Sunny,17.27784136553361,10,Sunday,0,1,Low
Junction B,31,1,8,3,43,Cloudy,17.283436639318175,11,Sunday,0,1,Low
Junction B,36,10,11,4,61,Sunny,26.08378814982185,12,Sunday,0,1,Medium
Junction C,25,0,16,11,52,Cloudy,20.939180936844572,13,Sunday,0,1,Low
Junction B,24,6,14,2,46,Rainy,29.439820768041237,14,Sunday,0,1,Medium
Junction B,34,11,17,7,69,Sunny,20.259047186872834,15,Sunday,0,1,Medium
Junction A,44,7,14,1,66,Cloudy,20.695301765128605,16,Sunday,0,1,Low
Junction C,45,8,23,8,84,Sunny,27.670727215965062,17,Sunday,1,1,Medium
Junction C,31,9,13,9,62,Cloudy,24.465077814588472,18,Sunday,1,1,Medium
Junction A,45,5,18,5,73,Rainy,23.36503581865056,19,Sunday,1,1,Medium
Junction B,32,11,9,2,54,Sunny,27.0890104071777,20,Sunday,0,1,Low
Junction B,33,5,8,6,52,Sunny,23.754724898142097,21,Sunday,0,1,Low
Junction C,33,1,5,6,45,Sunny,22.978614755302935,22,Sunday,0,1,Low
Junction C,6,2,7,0,15,Sunny,23.050624509588587,23,Sunday,0,1,Low
Junction B,14,7,6,4,31,Rainy,15.425864748134735,0,Monday,0,0,Low
Junction C,19,2,8,2,31,Cloudy,23.931927435226143,1,Monday,0,0,Low
Junction A,24,7,10,7,48,Sunny,15.177358590995947,2,Monday,0,0,Low
Junction C,11,9,7,3,30,Sunny,22.064091897987094,3,Monday,0,0,Low
Junction B,30,1,15,2,48,Cloudy,22.98923395810892,4,Monday,0,0,Low
Junction B,27,2,17,5,51,Cloudy,22.063110435344296,5,Monday,0,0,Low
Junction A,36,6,15,3,60,Sunny,24.161194207440445,6,Monday,0,0,Low
Junction B,81,13,41,16,151,Rainy,20.3413721869983,7,Monday,1,0,Severe
Junction C,67,13,37,8,125,Cloudy,18.517564120315246,8,Monday,1,0,High
Junction B,97,16,34,14,161,Sunny,23.721136869825905,9,Monday,1,0,Severe
Junction A,65,18,25,14,122,Rainy,18.052788858538282,10,Monday,0,0,Severe
Junction B,54,23,35,12,124,Sunny,18.76853356951571,11,Monday,0,0,High
Junction B,69,15,35,10,129,Sunny,29.44475828401322,12,Monday,0,0,Severe
Junction C,59,9,30,10,108,Sunny,18.421790786085342,13,Monday,0,0,High
Junction C,56,8,20,11,95,Cloudy,22.222314681083688,14,Monday,0,0,Medium
Junction B,71,21,27,5,124,Sunny,25.508629764015453,15,Monday,0,0,High
Junction B,45,14,16,9,84,Rainy,23.293820438074235,16,Monday,0,0,High
Junction C,90,13,38,8,149,Rainy,25.969551940620406,17,Monday,1,0,Severe
Junction C,84,17,37,9,147,Cloudy,23.70899115161489,18,Monday,1,0,Severe
Junction A,100,11,53,9,173,Cloudy,25.094630879360178,19,Monday,1,0,Severe
Junction B,56,10,23,7,96,Cloudy,17.26326953179236,20,Monday,0,0,High
Junction C,41,7,18,1,67,Rainy,29.658962778596095,21,Monday,0,0,Medium
Junction C,24,4,8,8,44,Cloudy,22.164405682629493,22,Monday,0,0,Low
Junction B,18,5,8,2,33,Rainy,15.975922447664967,23,Monday,0,0,Low
Junction C,25,5,9,0,39,Sunny,29.92720319568533,0,Tuesday,0,0,Low
Junction B,21,2,13,4,40,Cloudy,18.488480763471102,1,Tuesday,0,0,Low
Junction B,21,6,5,4,36,Cloudy,23.718977427985358,2,Tuesday,0,0,Low
Junction C,23,7,15,2,47,Cloudy,18.244534518472864,3,Tuesday,0,0,Low
Junction C,22,3,14,4,43,Cloudy,27.951743763613404,4,Tuesday,0,0,Low
Junction B,28,4,5,5,42,Sunny,15.270104854945338,5,Tuesday,0,0,Low
Junction A,29,6,8,7,50,Sunny,16.373704740974254,6,Tuesday,0,0,Low
Junction C,53,15,27,8,103,Cloudy,22.18518182232169,7,Tuesday,1,0,High
Junction B,81,17,26,3,127,Cloudy,21.71738929820468,8,Tuesday,1,0,Severe
Junction C,44,15,31,8,98,Rainy,17.7198539406926,9,Tuesday,1,0,High
Junction A,73,19,26,15,133,Cloudy,21.22716006924385,10,Tuesday,0,0,High
Junction B,77,16,38,7,138,Sunny,20.326015960616743,11,Tuesday,0,0,Severe
Junction A,53,11,25,9,98,Sunny,25.92015741802615,12,Tuesday,0,0,Medium
Junction A,55,23,33,9,120,Sunny,25.33622379394352,13,Tuesday,0,0,High
Junction C,46,9,15,12,82,Rainy,16.556456562198225,14,Tuesday,0,0,High
Junction B,60,15,28,20,123,Sunny,26.980731791757336,15,Tuesday,0,0,High
Junction C,37,7,27,12,83,Cloudy,26.790935723460134,16,Tuesday,0,0,Medium
Junction A,104,29,49,10,192,Sunny,28.561878998464593,17,Tuesday,1,0,Severe
Junction C,77,13,37,6,133,Rainy,25.192238390877954,18,Tuesday,1,0,Severe
Junction C,72,16,32,13,133,Cloudy,26.593022679549357,19,Tuesday,1,0,Severe
Junction B,38,9,19,4,70,Rainy,28.490191807239977,20,Tuesday,0,0,Medium
Junction B,44,7,15,4,70,Sunny,25.625857466942726,21,Tuesday,0,0,Medium
Junction B,46,7,20,10,83,Sunny,27.552966174798783,22,Tuesday,0,0,Medium
Junction B,7,0,11,2,20,Cloudy,23.798250904066773,23,Tuesday,0,0,Low
Junction C,22,7,6,6,41,Sunny,16.36250220121272,0,Wednesday,0,0,Low
Junction C,19,6,16,8,49,Sunny,23.240250785120214,1,Wednesday,0,0,Low
Junction C,19,6,12,4,41,Rainy,23.70111607539179,2,Wednesday,0,0,Low
Junction B,22,5,14,5,46,Sunny,29.49822658075381,3,Wednesday,0,0,Low
Junction A,32,11,6,5,54,Sunny,29.497810168854247,4,Wednesday,0,0,Low
Junction B,19,4,8,5,36,Cloudy,27.49133327124587,5,Wednesday,0,0,Low
Junction A,20,8,6,4,38,Cloudy,19.227446534476517,6,Wednesday,0,0,Low
Junction A,86,23,49,19,177,Cloudy,24.598674467672634,7,Wednesday,1,0,Severe
Junction C,56,10,30,6,102,Rainy,28.321927151575977,8,Wednesday,1,0,High
Junction C,72,18,20,11,121,Cloudy,15.679879629482661,9,Wednesday,1,0,High
Junction B,56,20,26,4,106,Rainy,21.637491669818974,10,Wednesday,0,0,Severe
Junction B,68,9,30,8,115,Cloudy,29.19923670573985,11,Wednesday,0,0,High
Junction B,67,14,28,4,113,Sunny,26.72988845489865,12,Wednesday,0,0,High
Junction C,46,7,20,3,76,Rainy,18.768886678552946,13,Wednesday,0,0,Medium
Junction C,46,9,19,13,87,Sunny,20.11256176164672,14,Wednesday,0,0,Medium
Junction B,57,4,28,8,97,Rainy,22.153387516417865,15,Wednesday,0,0,Severe
Junction A,66,9,25,4,104,Sunny,21.877996630920894,16,Wednesday,0,0,Medium
Junction B,85,21,40,4,150,Rainy,29.76199086680024,17,Wednesday,1,0,Severe
Junction A,81,27,45,15,168,Sunny,26.487295097389552,18,Wednesday,1,0,Severe
Junction A,72,16,36,8,132,Rainy,18.93243236847848,19,Wednesday,1,0,Severe
Junction A,68,12,29,10,119,Sunny,29.816465236711615,20,Wednesday,0,0,High
Junction A,37,19,21,10,87,Rainy,26.920524708273994,21,Wednesday,0,0,Medium
Junction A,63,13,10,5,91,Sunny,21.06765377858408,22,Wednesday,0,0,Medium
Junction C,19,8,6,1,34,Sunny,20.71725699621234,23,Wednesday,0,0,Low
Junction A,16,7,17,1,41,Sunny,22.169451710445436,0,Thursday,0,0,Low
Junction C,20,1,14,1,36,Rainy,22.11031835901378,1,Thursday,0,0,Low
Junction A,22,8,8,2,40,Rainy,25.618660840243397,2,Thursday,0,0,Low
Junction C,29,7,7,7,50,Cloudy,18.427470905856627,3,Thursday,0,0,Low
Junction A,24,5,17,1,47,Cloudy,15.895818032330457,4,Thursday,0,0,Low
Junction A,21,5,17,1,44,Sunny,15.222255696936205,5,Thursday,0,0,Low
Junction B,24,4,19,3,50,Rainy,17.171912071304998,6,Thursday,0,0,Medium
Junction A,96,25,52,16,189,Sunny,27.568642116532363,7,Thursday,1,0,Severe
Junction A,89,29,46,19,183,Sunny,20.184967111214405,8,Thursday,1,0,Severe
Junction C,68,16,29,11,124,Rainy,23.218414566787402,9,Thursday,1,0,Severe
Junction A,59,14,25,11,109,Cloudy,27.405521615220994,10,Thursday,0,0,Medium
Junction A,63,9,28,11,111,Sunny,18.164655981334693,11,Thursday,0,0,Medium
Junction B,60,13,31,8,112,Cloudy,22.145715967075052,12,Thursday,0,0,High
Junction B,70,16,22,10,118,Cloudy,26.333110848087806,13,Thursday,0,0,High
Junction B,63,8,26,4,101,Cloudy,22.648481736633887,14,Thursday,0,0,High
Junction B,65,11,14,12,102,Sunny,28.889852453711242,15,Thursday,0,0,High
Junction B,71,20,35,11,137,Sunny,15.581599241390721,16,Thursday,0,0,Severe
Junction C,69,29,22,8,128,Cloudy,26.529677058911574,17,Thursday,1,0,High
Junction B,67,18,31,9,125,Rainy,15.316288830662808,18,Thursday,1,0,Severe
Junction C,78,14,29,14,135,Sunny,21.860633853476795,19,Thursday,1,0,High
Junction B,48,18,17,0,83,Sunny,16.30070549340326,20,Thursday,0,0,Medium
Junction C,53,7,20,1,81,Sunny,24.72660598001447,21,Thursday,0,0,Medium
Junction A,56,10,33,10,109,Sunny,27.572034265972043,22,Thursday,0,0,Medium
Junction C,18,6,3,3,30,Sunny,17.65382463844937,23,Thursday,0,0,Low
Junction C,20,5,11,3,39,Rainy,29.1010207143991,0,Friday,0,0,Low
Junction A,21,6,18,5,50,Sunny,17.38114237903841,1,Friday,0,0,Low
Junction A,32,0,3,1,36,Rainy,25.945869833702176,2,Friday,0,0,Low
Junction B,11,1,9,4,25,Rainy,18.666157500012787,3,Friday,0,0,Low
Junction C,12,5,7,2,26,Rainy,27.16940539000883,4,Friday,0,0,Low
Junction C,29,6,9,4,48,Sunny,26.44365772547024,5,Friday,0,0,Low
Junction C,23,6,17,2,48,Rainy,19.346385088436914,6,Friday,0,0,Medium
Junction A,90,19,41,14,164,Sunny,15.680930921806823,7,Friday,1,0,Severe
Junction B,86,19,46,9,160,Sunny,20.990683803801367,8,Friday,1,0,Severe
Junction C,100,21,27,14,162,Sunny,15.17495519794279,9,Friday,1,0,Severe
Junction C,58,6,28,8,100,Rainy,26.301994608339335,10,Friday,0,0,High
Junction C,52,17,25,8,102,Sunny,23.088993203245586,11,Friday,0,0,Medium
Junction B,47,20,26,4,97,Sunny,17.735916699119826,12,Friday,0,0,Medium
Junction A,86,7,44,10,147,Sunny,29.08574732289265,13,Friday,0,0,High
Junction A,50,23,28,8,109,Cloudy,26.985820041084768,14,Friday,0,0,Medium
Junction B,57,11,24,18,110,Cloudy,24.20745694717315,15,Friday,0,0,High
Junction A,48,13,44,10,115,Sunny,19.27110144960092,16,Friday,0,0,Medium
Junction B,87,10,30,11,138,Sunny,25.299074290138133,17,Friday,1,0,Severe
Junction C,78,14,33,14,139,Sunny,20.866454063826154,18,Friday,1,0,Severe
Junction B,72,19,33,13,137,Cloudy,16.357787454438146,19,Friday,1,0,Severe
Junction C,40,9,23,6,78,Sunny,21.75276221068056,20,Friday,0,0,Medium
Junction C,51,12,22,11,96,Sunny,25.231634014757446,21,Friday,0,0,Medium
Junction A,55,17,23,13,108,Sunny,26.010764983066288,22,Friday,0,0,Medium
Junction B,21,8,15,0,44,Cloudy,20.576299521768746,23,Friday,0,0,Low
Junction A,10,1,0,2,13,Rainy,21.761219880341866,0,Saturday,0,1,Low
Junction B,19,4,10,2,35,Cloudy,26.739571465383698,1,Saturday,0,1,Low
Junction A,19,6,1,6,32,Cloudy,25.061455264701586,2,Saturday,0,1,Low
Junction B,14,7,12,3,36,Sunny,24.7133174281128,3,Saturday,0,1,Low
Junction B,19,5,4,0,28,Rainy,23.39849272365352,4,Saturday,0,1,Low
Junction A,9,3,5,0,17,Rainy,18.675413444600853,5,Saturday,0,1,Low
Junction C,9,3,6,4,22,Cloudy,19.835596587874292,6,Saturday,0,1,Low
Junction B,40,17,29,9,95,Sunny,28.062707083792265,7,Saturday,1,1,Medium
Junction B,76,21,23,10,130,Sunny,24.015278120923384,8,Saturday,1,1,Severe
Junction C,55,10,35,15,115,Sunny,24.19995872655356,9,Saturday,1,1,High
Junction B,41,11,20,6,78,Cloudy,26.624184744139033,10,Saturday,0,1,Medium
Junction C,41,11,24,7,83,Sunny,23.703627414331542,11,Saturday,0,1,Medium
Junction C,33,2,29,7,71,Rainy,28.053075321871194,12,Saturday,0,1,Medium
Junction A,46,8,17,7,78,Sunny,18.200287597126447,13,Saturday,0,1,Medium
Junction B,55,13,16,4,88,Sunny,17.037211491120196,14,Saturday,0,1,Medium
Junction C,23,2,24,7,56,Rainy,26.807015177926544,15,Saturday,0,1,Medium
Junction C,41,15,14,7,77,Sunny,26.743826498444733,16,Saturday,0,1,Medium
Junction C,52,9,24,13,98,Rainy,17.841961976818656,17,Saturday,1,1,High
Junction C,55,11,32,3,101,Sunny,29.941783398140146,18,Saturday,1,1,Medium
Junction C,61,11,30,7,109,Sunny,20.113741038593204,19,Saturday,1,1,High
Junction A,24,13,19,9,65,Sunny,22.207693520344066,20,Saturday,0,1,Low
Junction B,29,10,16,7,62,Sunny,21.7575119415821,21,Saturday,0,1,Medium
